0,0,1
1,1,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,1
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
2,23,1
3,24,1
3,25,1
3,26,1
3,27,1
3,28,1
3,29,1
3,30,1
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
4,39,1
4,40,1
4,41,1
4,42,1
4,43,1
4,44,1
5,46,1
5,47,1
5,48,1
5,49,1
5,1,1
5,50,1
5,51,1
5,52,1
5,53,1
5,54,1
5,55,1
5,56,1
5,57,1
5,58,1
5,59,1
5,60,1
6,64,1
6,65,1
6,66,1
6,67,1
7,68,1
7,69,1
7,70,1
7,71,1
8,72,1
8,73,1
8,74,1
8,75,1
8,76,1
8,77,1
8,78,1
8,79,1
9,82,1
9,83,1
10,84,1
10,85,1
10,86,1
10,87,1
10,88,1
10,89,1
11,91,1
12,46,1
12,92,1
12,93,1
12,94,1
12,95,1
12,96,1
12,97,1
12,98,1
13,100,1
13,101,1
13,102,1
13,103,1
13,104,1
13,105,1
13,106,1
13,1,1
13,107,1
14,110,1
14,111,1
14,112,1
14,1,1
14,113,1
14,19,1
14,114,1
14,115,1
14,116,1
15,119,1
16,102,1
16,1,1
16,120,1
16,121,1
16,122,1
16,123,1
16,124,1
16,125,1
16,126,1
16,127,1
16,128,1
16,129,1
16,130,1
16,131,1
16,132,1
16,133,1
16,134,1
16,135,1
16,136,1
16,137,1
16,138,1
16,139,1
16,140,1
16,141,1
17,148,1
17,149,1
18,150,1
18,151,1
19,152,1
19,153,1
19,154,1
19,155,1
19,156,1
19,157,1
19,158,1
19,159,1
19,160,1
19,161,1
19,162,1
19,163,1
19,93,1
19,164,1
19,165,1
19,166,1
19,167,1
19,168,1
19,169,1
20,173,1
21,174,1
22,175,1
22,176,1
22,177,1
22,178,1
22,179,1
22,180,1
22,181,1
22,182,1
22,183,1
22,184,1
22,185,1
22,186,1
22,187,1
22,188,1
22,189,1
22,190,1
22,191,1
23,196,1
24,197,1
24,198,1
24,199,1
24,200,1
24,86,1
25,152,1
25,202,1
25,203,1
25,204,1
25,91,1
25,205,1
25,206,1
25,68,1
25,58,1
26,209,1
26,210,1
26,211,1
26,6,1
26,88,1
26,212,1
27,214,1
27,215,1
27,203,1
27,216,1
27,217,1
27,218,1
27,219,1
27,220,1
27,86,1
27,221,1
27,222,1
28,225,1
28,103,1
28,226,1
28,13,1
29,228,1
29,229,1
29,230,1
29,231,1
29,155,1
29,232,1
29,233,1
29,234,1
29,235,1
29,236,1
29,237,1
29,238,1
29,239,1
30,1,1
30,242,1
30,243,1
30,244,1
30,245,1
30,202,1
30,246,1
30,247,1
30,248,1
30,249,1
30,250,1
30,251,1
30,252,1
30,253,1
30,254,1
30,255,1
30,256,1
30,15,1
30,97,1
30,257,1
30,46,1
30,177,1
30,258,1
31,263,1
31,47,1
31,103,1
31,264,1
31,265,1
31,266,1
31,152,1
31,267,1
31,268,1
31,269,1
31,91,1
31,105,1
31,270,1
31,182,1
31,271,1
32,273,1
33,274,1
33,48,1
33,11,1
33,275,1
33,276,1
33,277,1
33,278,1
33,279,1
33,280,1
33,281,1
33,13,1
33,282,1
34,49,1
34,286,1
34,287,1
34,137,1
34,288,1
35,290,1
35,291,1
35,292,1
35,293,1
35,294,1
35,295,1
36,297,1
36,1,1
37,298,1
37,152,1
37,299,1
37,1,1
37,261,1
37,300,1
37,286,1
37,19,1
37,280,1
37,301,1
37,20,1
37,86,1
38,273,1
38,86,1
38,303,1
39,304,1
39,305,1
40,306,1
40,307,1
40,308,1
40,309,1
40,310,1
40,311,1
40,245,1
40,312,1
40,206,1
40,313,1
40,68,1
40,283,1
40,89,1
40,314,1
40,315,1
40,232,1
40,316,1
40,164,1
40,13,1
40,255,1
40,317,1
40,105,1
40,318,1
40,319,1
41,323,1
41,157,1
41,324,1
41,325,1
41,48,1
41,326,1
41,327,1
41,328,1
41,13,1
41,329,1
41,330,1
41,331,1
41,332,1
41,333,1
41,334,1
41,335,1
42,215,1
42,221,1
42,168,1
43,339,1
43,340,1
43,341,1
43,342,1
43,343,1
43,58,1
43,344,1
43,345,1
43,346,1
43,347,1
43,348,1
43,349,1
43,350,1
43,351,1
43,159,1
43,89,1
43,352,1
43,353,1
43,231,1
43,354,1
43,355,1
43,13,1
43,356,1
43,357,1
43,358,1
43,359,1
43,360,1
43,361,1
43,362,1
44,273,1
44,369,1
44,370,1
44,280,1
44,301,1
44,371,1
44,372,1
44,146,1
45,25,1
45,375,1
45,376,1
45,377,1
45,54,1
45,170,1
45,232,1
45,286,1
45,164,1
45,378,1
46,381,1
46,310,1
46,382,1
46,383,1
46,384,1
46,385,1
46,386,1
46,387,1
46,388,1
47,152,1
47,390,1
47,154,1
47,48,1
47,168,1
47,391,1
47,392,1
47,393,1
47,234,1
47,301,1
47,96,1
47,105,1
47,394,1
47,89,1
47,395,1
48,279,1
48,398,1
48,226,1
48,399,1
48,400,1
48,401,1
48,402,1
48,403,1
48,280,1
48,404,1
48,86,1
48,405,1
48,406,1
48,407,1
48,131,1
48,408,1
48,409,1
49,413,1
49,414,1
49,415,1
49,86,1
49,416,1
49,417,1
49,411,1
49,418,1
49,419,1
49,420,1
49,301,1
49,421,1
49,422,1
49,423,1
49,104,1
49,164,1
49,424,1
49,425,1
49,379,1
49,426,1
49,427,1
50,430,1
50,273,1
50,431,1
50,432,1
50,433,1
50,153,1
50,349,1
50,434,1
50,435,1
50,375,1
50,436,1
50,437,1
50,438,1
50,439,1
50,440,1
50,441,1
50,442,1
50,443,1
50,1,1
50,131,1
50,444,1
50,405,1
50,445,1
50,446,1
50,447,1
50,15,1
50,448,1
50,449,1
51,456,1
51,457,1
52,458,1
52,459,1
52,460,1
52,236,1
52,461,1
52,409,1
52,462,1
52,398,1
52,463,1
52,464,1
52,465,1
52,466,1
52,249,1
52,130,1
52,467,1
52,468,1
52,469,1
52,470,1
52,239,1
52,471,1
52,48,1
53,476,1
53,477,1
53,478,1
53,479,1
53,480,1
53,481,1
53,482,1
53,483,1
53,484,1
53,485,1
53,486,1
54,489,1
54,250,1
54,1,1
54,490,1
54,157,1
54,491,1
54,492,1
54,493,1
55,19,1
55,494,1
55,495,1
55,496,1
55,409,1
55,193,1
55,202,1
55,497,1
55,498,1
55,349,1
55,499,1
55,500,1
55,213,1
55,180,1
55,501,1
55,424,1
55,502,1
55,386,1
55,503,1
55,504,1
55,177,1
56,46,1
56,509,1
56,510,1
56,511,1
56,512,1
56,513,1
57,515,1
57,516,1
57,517,1
57,518,1
58,47,1
58,446,1
58,286,1
58,370,1
58,280,1
58,519,1
58,426,1
59,521,1
59,522,1
59,523,1
59,234,1
59,524,1
60,423,1
60,164,1
60,526,1
60,237,1
61,527,1
61,528,1
61,529,1
61,530,1
62,531,1
62,390,1
62,502,1
62,532,1
62,48,1
62,428,1
62,533,1
62,358,1
62,469,1
62,236,1
63,536,1
63,502,1
63,537,1
63,13,1
63,370,1
63,538,1
63,539,1
64,419,1
65,179,1
65,541,1
65,542,1
65,348,1
65,543,1
65,544,1
65,301,1
65,545,1
65,406,1
65,546,1
65,423,1
65,410,1
65,194,1
65,547,1
65,230,1
65,548,1
65,180,1
65,186,1
65,234,1
65,549,1
65,550,1
65,33,1
65,551,1
65,552,1
65,175,1
65,177,1
65,553,1
66,559,1
66,560,1
66,543,1
66,561,1
66,562,1
66,563,1
66,564,1
66,565,1
67,531,1
67,427,1
67,567,1
67,137,1
68,568,1
68,250,1
68,569,1
68,105,1
68,570,1
68,333,1
68,571,1
69,573,1
69,574,1
69,575,1
69,419,1
69,147,1
70,577,1
70,578,1
70,579,1
70,580,1
70,301,1
70,408,1
71,581,1
71,431,1
71,86,1
71,582,1
71,335,1
71,375,1
71,583,1
71,584,1
71,465,1
71,300,1
71,286,1
71,544,1
71,350,1
71,406,1
71,585,1
71,194,1
71,586,1
71,587,1
71,588,1
71,589,1
71,265,1
71,590,1
71,13,1
71,356,1
71,591,1
71,15,1
71,592,1
71,177,1
71,593,1
71,492,1
71,594,1
72,250,1
72,598,1
72,599,1
72,600,1
72,601,1
73,531,1
73,603,1
73,604,1
73,605,1
73,606,1
73,607,1
73,608,1
73,386,1
73,599,1
73,609,1
73,610,1
73,611,1
73,612,1
73,600,1
73,333,1
73,613,1
74,618,1
74,619,1
74,620,1
74,419,1
74,621,1
74,622,1
74,623,1
74,624,1
75,85,1
75,494,1
75,627,1
75,628,1
75,629,1
75,630,1
75,631,1
75,632,1
75,633,1
75,634,1
75,635,1
75,636,1
75,283,1
75,637,1
75,638,1
75,639,1
75,640,1
75,641,1
75,642,1
75,643,1
75,644,1
75,645,1
75,646,1
75,647,1
76,46,1
76,206,1
76,13,1
76,651,1
77,652,1
77,653,1
77,654,1
77,182,1
77,655,1
77,656,1
77,657,1
77,658,1
77,659,1
77,660,1
77,193,1
77,661,1
77,662,1
77,663,1
77,129,1
77,664,1
77,194,1
77,180,1
77,665,1
77,104,1
77,666,1
77,551,1
77,265,1
77,213,1
78,669,1
78,261,1
78,216,1
78,670,1
78,159,1
78,411,1
78,671,1
79,673,1
79,674,1
80,675,1
80,354,1
80,676,1
80,133,1
80,677,1
81,678,1
81,679,1
81,596,1
81,680,1
82,682,1
82,683,1
82,684,1
82,346,1
82,105,1
82,685,1
82,686,1
82,283,1
83,688,1
83,689,1
83,690,1
84,147,1
84,101,1
84,19,1
84,691,1
85,692,1
86,693,1
86,694,1
86,695,1
86,696,1
87,503,1
87,698,1
87,699,1
87,700,1
88,381,1
88,701,1
88,702,1
88,703,1
88,704,1
88,705,1
89,707,1
89,708,1
89,709,1
89,710,1
89,711,1
89,712,1
89,713,1
89,714,1
89,715,1
89,370,1
89,716,1
89,532,1
89,717,1
89,299,1
89,280,1
89,718,1
89,349,1
89,702,1
89,719,1
89,1,1
89,158,1
89,249,1
89,533,1
89,720,1
89,283,1
89,721,1
89,194,1
89,722,1
89,723,1
89,724,1
89,133,1
89,725,1
89,164,1
89,13,1
89,137,1
89,366,1
89,726,1
89,160,1
89,727,1
89,728,1
90,733,1
90,734,1
90,735,1
90,736,1
90,737,1
90,738,1
90,651,1
90,739,1
90,740,1
91,577,1
91,743,1
91,26,1
91,154,1
91,589,1
91,494,1
91,744,1
91,745,1
91,726,1
91,236,1
92,748,1
92,164,1
92,749,1
92,13,1
93,46,1
93,375,1
93,751,1
93,320,1
93,752,1
93,2,1
93,753,1
93,393,1
93,396,1
93,754,1
93,236,1
93,755,1
93,756,1
94,166,1
94,154,1
94,760,1
94,203,1
94,555,1
94,428,1
94,761,1
94,86,1
94,500,1
94,762,1
94,726,1
95,764,1
95,355,1
95,469,1
95,1,1
95,765,1
95,766,1
96,768,1
96,390,1
96,110,1
96,769,1
96,770,1
96,2,1
97,286,1
97,110,1
97,203,1
97,772,1
97,773,1
97,680,1
97,774,1
97,159,1
98,776,1
98,164,1
98,777,1
98,105,1
99,46,1
99,177,1
99,778,1
99,202,1
99,180,1
99,544,1
99,182,1
99,779,1
99,103,1
99,283,1
99,664,1
100,381,1
100,781,1
100,378,1
100,782,1
100,783,1
100,784,1
100,785,1
100,786,1
100,787,1
101,789,1
101,555,1
101,118,1
102,127,1
102,164,1
102,196,1
102,370,1
102,790,1
103,791,1
103,792,1
103,793,1
103,794,1
103,795,1
103,448,1
104,797,1
104,388,1
105,798,1
105,147,1
105,785,1
105,799,1
105,237,1
105,193,1
105,800,1
105,801,1
105,802,1
105,1,1
105,301,1
105,531,1
105,381,1
105,589,1
105,393,1
105,333,1
105,426,1
105,803,1
105,804,1
105,805,1
106,807,1
106,808,1
107,216,1
107,239,1
107,809,1
107,207,1
108,810,1
108,811,1
108,812,1
108,813,1
109,814,1
109,815,1
109,664,1
110,816,1
110,817,1
110,818,1
110,819,1
110,820,1
110,821,1
110,822,1
111,824,1
111,167,1
112,825,1
112,826,1
112,203,1
112,250,1
112,827,1
113,494,1
113,433,1
113,828,1
113,829,1
113,830,1
113,831,1
113,832,1
113,833,1
113,834,1
113,835,1
113,232,1
113,316,1
113,836,1
113,14,1
113,837,1
113,666,1
113,318,1
113,427,1
113,838,1
114,841,1
114,842,1
114,843,1
114,844,1
114,845,1
115,1,1
115,847,1
115,848,1
115,849,1
115,850,1
115,851,1
116,411,1
116,203,1
116,397,1
116,853,1
117,286,1
117,164,1
117,186,1
117,821,1
117,350,1
118,644,1
118,154,1
118,163,1
118,855,1
118,1,1
118,494,1
118,19,1
118,856,1
118,105,1
118,147,1
118,280,1
118,857,1
118,86,1
118,379,1
118,146,1
118,237,1
119,728,1
119,273,1
119,144,1
119,1,1
119,859,1
119,286,1
119,105,1
119,860,1
119,774,1
119,861,1
120,862,1
120,102,1
120,863,1
120,1,1
120,2,1
120,494,1
120,864,1
120,785,1
120,865,1
120,571,1
120,409,1
120,374,1
120,866,1
120,675,1
120,273,1
120,101,1
120,632,1
120,129,1
120,867,1
120,131,1
120,868,1
120,869,1
120,180,1
120,870,1
120,871,1
120,872,1
120,318,1
120,873,1
120,874,1
120,875,1
120,876,1
120,877,1
121,880,1
121,306,1
121,2,1
121,881,1
121,261,1
121,882,1
121,164,1
121,370,1
121,206,1
121,721,1
121,774,1
121,283,1
121,88,1
121,58,1
122,864,1
122,885,1
122,155,1
122,1,1
122,886,1
122,887,1
122,806,1
122,462,1
123,888,1
123,889,1
123,890,1
123,891,1
124,893,1
124,111,1
124,1,1
124,19,1
124,894,1
124,895,1
124,896,1
124,897,1
124,898,1
124,899,1
124,900,1
124,380,1
124,851,1
124,118,1
124,901,1
124,902,1
124,903,1
124,726,1
124,340,1
124,904,1
125,46,1
125,910,1
125,286,1
125,911,1
125,358,1
125,460,1
125,494,1
125,912,1
125,913,1
125,105,1
125,914,1
125,915,1
125,786,1
125,379,1
125,146,1
125,386,1
126,1,1
126,19,1
126,194,1
126,666,1
127,2,1
127,411,1
127,722,1
128,46,1
128,226,1
128,918,1
128,133,1
129,920,1
129,180,1
129,921,1
129,922,1
129,356,1
129,129,1
129,923,1
130,924,1
130,535,1
130,460,1
130,925,1
130,411,1
130,926,1
130,927,1
130,354,1
130,378,1
130,349,1
130,283,1
130,721,1
130,118,1
130,928,1
130,265,1
130,929,1
130,13,1
130,234,1
130,89,1
130,930,1
131,139,1
131,934,1
131,11,1
131,433,1
131,13,1
132,936,1
132,431,1
132,349,1
132,937,1
132,938,1
132,939,1
132,940,1
132,941,1
132,942,1
132,943,1
132,378,1
132,944,1
132,68,1
132,283,1
132,945,1
132,946,1
132,947,1
132,46,1
